City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
448,Sakaiminato,JP,35.55,133.2333,54.09,82,0,5.91,clear sky
449,Denia,ES,38.8408,0.1057,74.8,43,3,12.26,clear sky
450,Yar-Sale,RU,66.8333,70.8333,-1.61,98,100,7.96,overcast clouds
451,Oranjemund,NA,-28.55,16.4333,61.5,69,94,28.66,overcast clouds
452,Ballinasloe,IE,53.3275,-8.2194,47.08,62,100,11.27,overcast clouds
453,Taltal,CL,-25.4,-70.4833,71.04,66,35,5.68,scattered clouds
454,Pedernales,DO,18.0384,-71.744,84.83,57,47,6.73,scattered clouds
455,Port Blair,IN,11.6667,92.75,80.64,89,40,0.0,mist
456,Labuhan,ID,-6.8844,112.2051,77.59,88,91,9.06,overcast clouds
457,Saint Andrews,US,34.0454,-81.1293,75.33,68,100,14.97,overcast clouds
458,Umea,SE,63.8284,20.2597,30.13,74,75,3.44,broken clouds
459,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,96,100,15.37,overcast clouds
460,Sulangan,PH,11.1373,123.7228,79.32,83,100,12.33,overcast clouds
461,Linxia,CN,35.6003,103.2064,55.51,17,54,3.6,broken clouds
462,Petropavl,KZ,54.8753,69.1628,39.18,79,99,11.92,overcast clouds
463,Coos Bay,US,43.3665,-124.2179,60.24,88,0,0.0,clear sky
464,Santa Marta,CO,11.2408,-74.199,83.95,70,100,10.54,overcast clouds
465,Kimbe,PG,-5.5502,150.1429,75.04,94,100,2.17,light rain
466,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,83.55,69,51,8.08,broken clouds
467,Surt,LY,31.2089,16.5887,61.86,72,3,17.74,clear sky
468,Santa Cruz,BO,-17.8,-63.1667,89.06,58,75,14.97,broken clouds
469,Rosendal,NO,59.9867,6.0135,43.52,50,100,3.11,overcast clouds
470,Matamoros,MX,25.5333,-103.25,73.51,18,0,14.97,clear sky
471,San Vicente,AR,-26.6167,-54.1333,76.19,74,99,2.57,light rain
472,Sergeyevka,KZ,53.88,67.4158,36.55,86,97,11.95,overcast clouds
473,Olavarria,AR,-36.8927,-60.3225,80.02,57,3,9.04,clear sky
474,Dunmore East,IE,52.1514,-6.9861,49.32,70,20,8.05,few clouds
475,Vestmannaeyjar,IS,63.4427,-20.2734,38.39,48,0,6.91,clear sky
476,Amahai,ID,-3.3333,128.9167,77.95,85,100,2.84,heavy intensity rain
477,Cape Canaveral,US,28.4058,-80.6048,85.01,77,79,17.02,broken clouds
478,Pocoes,BR,-14.5297,-40.3653,87.08,26,4,8.48,clear sky
479,Safaga,EG,26.7292,33.9365,83.23,34,7,4.18,clear sky
480,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,84.0,83,54,3.74,broken clouds
481,Imeni Poliny Osipenko,RU,52.4201,136.4853,4.3,99,94,1.72,overcast clouds
482,Fengcheng,CN,40.4536,124.0717,43.77,35,0,2.68,clear sky
483,Ternate,ID,0.8,127.4,81.23,80,98,7.56,overcast clouds
484,Ust-Uda,RU,54.1742,103.0304,25.3,95,20,3.33,few clouds
485,Bahia Blanca,AR,-38.7196,-62.2724,75.07,41,100,8.88,overcast clouds
486,Oconomowoc,US,43.1117,-88.4993,41.4,81,100,12.66,light intensity drizzle
487,Bonfim,BR,3.0833,-59.95,89.49,47,72,5.08,broken clouds
488,Waipawa,NZ,-41.4122,175.5153,41.83,83,0,4.83,clear sky
489,Jadu,LY,31.953,12.0261,60.85,43,0,14.81,clear sky
490,Naze,JP,28.3667,129.4833,62.49,65,100,11.16,overcast clouds
491,Hay River,CA,60.8156,-115.7999,33.87,87,100,7.49,overcast clouds
492,Sorland,NO,67.667,12.6934,37.26,59,98,12.88,overcast clouds
493,Huarmey,PE,-10.0681,-78.1522,75.52,72,38,11.83,scattered clouds
494,La Ronge,CA,55.1001,-105.2842,33.39,80,90,3.38,overcast clouds
495,Tongchuan,CN,35.0806,109.0897,61.03,21,0,4.32,clear sky
496,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,85.42,68,91,4.03,overcast clouds
497,Kudahuvadhoo,MV,2.6708,72.8944,84.09,66,54,1.23,broken clouds
498,Karratha,AU,-20.7377,116.8463,85.89,55,82,10.94,broken clouds
499,Quedlinburg,DE,51.7833,11.15,50.23,64,44,22.24,scattered clouds
500,Albemarle,US,35.3501,-80.2001,70.61,91,100,13.8,overcast clouds
501,Port Lavaca,US,28.615,-96.6261,75.52,17,0,16.11,clear sky
502,Jimo,CN,36.3897,120.4622,53.28,63,28,4.16,scattered clouds
503,The Valley,AI,18.217,-63.0578,82.09,69,20,14.97,few clouds
504,Hibbing,US,47.4272,-92.9377,29.39,47,100,21.85,overcast clouds
505,Sibolga,ID,1.7427,98.7792,75.29,88,100,4.68,overcast clouds
506,Launceston,AU,-41.45,147.1667,50.14,88,100,3.44,overcast clouds
507,Nambucca Heads,AU,-30.65,153.0,71.6,80,100,8.5,overcast clouds
508,Srandakan,ID,-7.9386,110.2506,76.3,90,100,2.55,overcast clouds
509,Fukue,JP,32.6881,128.8419,59.32,59,0,12.53,clear sky
510,Mayumba,GA,-3.432,10.6554,79.32,88,93,9.24,overcast clouds
511,Ajdabiya,LY,30.7554,20.2263,63.54,74,5,22.97,clear sky
512,Dharchula,IN,29.85,80.5333,64.72,29,5,8.14,clear sky
513,Olafsvik,IS,64.8945,-23.7142,30.07,61,91,3.38,overcast clouds
514,San Policarpo,PH,12.1791,125.5072,77.5,90,100,6.64,overcast clouds
515,Alasehir,TR,38.3508,28.5172,61.74,70,54,7.61,broken clouds
516,Yakeshi,CN,49.2833,120.7333,37.44,71,100,11.81,overcast clouds
517,Atoka,US,34.4001,-96.0169,57.49,38,1,18.75,clear sky
518,Sayyan,YE,15.1718,44.3244,62.87,13,0,4.72,clear sky
519,Manzanillo,CU,20.3433,-77.1167,88.72,49,17,9.04,few clouds
520,Nyurba,RU,63.2842,118.3319,12.42,95,100,6.08,overcast clouds
521,Jumla,NP,29.2747,82.1838,49.01,42,0,4.52,clear sky
522,Tiznit,MA,29.5833,-9.5,64.08,51,0,8.52,clear sky
523,Algiers,DZ,36.7525,3.042,66.02,60,20,8.05,few clouds
524,Andenes,NO,69.3143,16.1194,35.58,60,0,16.11,clear sky
525,Wanning,CN,18.8003,110.3967,68.86,83,71,4.09,broken clouds
526,Mwinilunga,ZM,-11.7358,24.4293,65.91,89,59,3.83,moderate rain
527,Gavle,SE,60.6745,17.1417,36.5,83,100,5.01,light rain
528,Bosaso,SO,11.2842,49.1816,80.47,74,84,4.0,broken clouds
529,Barcelos,PT,41.5388,-8.6151,59.85,77,100,9.84,overcast clouds
530,Atar,MR,20.5169,-13.0499,93.2,10,0,13.47,clear sky
531,Aranos,NA,-24.1333,19.1167,77.59,23,53,11.25,broken clouds
532,Patrocinio,BR,-18.9439,-46.9925,79.59,61,46,3.27,scattered clouds
533,Cividale Del Friuli,IT,46.0931,13.4275,56.59,66,95,4.36,overcast clouds
534,Toora-Khem,RU,52.4675,96.11,31.96,98,87,0.49,overcast clouds
535,Dakar,SN,14.6937,-17.4441,92.28,73,24,20.78,few clouds
536,Havelock,US,34.8791,-76.9013,79.02,78,40,17.27,scattered clouds
537,Marsa Matruh,EG,31.3525,27.2453,68.7,63,100,18.75,overcast clouds
538,Blagoyevo,RU,63.3667,47.9167,28.53,98,98,3.91,overcast clouds
539,Umm Lajj,SA,25.0213,37.2685,79.74,57,34,5.82,scattered clouds
540,Altay,CN,47.8667,88.1167,48.09,48,44,9.08,scattered clouds
541,Pitanga,BR,-24.7572,-51.7614,73.98,88,93,5.06,overcast clouds
542,Dosso,NE,13.049,3.1937,107.76,9,97,4.0,overcast clouds
543,Ewa Beach,US,21.3156,-158.0072,75.15,65,0,12.66,clear sky
544,Necochea,AR,-38.5473,-58.7368,65.48,65,20,14.32,few clouds
545,Revda,RU,56.801,59.9303,27.32,88,6,9.37,clear sky
546,Dali,CN,25.7,100.1833,56.8,69,99,0.87,overcast clouds
547,Oyek,RU,52.5861,104.4556,44.98,92,90,7.7,overcast clouds
548,Ambad,IN,19.6167,75.8,91.33,14,1,8.68,clear sky
549,Hobyo,SO,5.3505,48.5268,83.66,70,8,10.4,clear sky
550,Dogondoutchi,NE,13.6393,4.0287,107.24,6,69,9.93,broken clouds
551,Luderitz,NA,-26.6481,15.1594,68.5,53,43,21.47,scattered clouds
552,San Jose,US,37.3394,-121.895,81.86,33,40,1.99,scattered clouds
553,Iskenderun,TR,36.5872,36.1735,65.23,87,86,6.22,overcast clouds
554,Mogadishu,SO,2.0371,45.3438,81.93,77,48,15.73,scattered clouds
555,Quatre Cocos,MU,-20.2078,57.7625,78.91,83,66,12.88,light rain
556,Roald,NO,62.5833,6.1333,41.92,45,0,16.11,clear sky
557,Boa Vista,BR,2.8197,-60.6733,91.38,46,75,10.36,broken clouds
558,Chandler,US,33.3062,-111.8412,84.74,6,0,11.5,clear sky
559,Aqtobe,KZ,50.2797,57.2072,42.89,75,0,6.71,clear sky
560,Kavaratti,IN,10.5669,72.642,84.0,70,43,8.19,scattered clouds
561,Crossville,US,35.949,-85.0269,61.29,54,20,20.71,few clouds
562,San Lorenzo,PY,-25.3333,-57.5333,79.74,74,75,11.5,broken clouds
563,Kattivakkam,IN,13.2167,80.3167,86.09,79,72,7.34,broken clouds
564,Lumphat,KH,13.4878,106.9816,74.07,60,96,9.04,overcast clouds
565,Bilibino,RU,68.0546,166.4372,-22.79,97,82,2.95,broken clouds
566,Mende,FR,44.6667,3.5,39.92,98,100,12.03,light rain
567,Carnduff,CA,49.1667,-101.8009,40.37,54,85,20.07,overcast clouds
568,Hecun,CN,36.5333,114.1111,58.77,48,0,4.9,clear sky
569,Touros,BR,-5.1989,-35.4608,86.72,62,69,13.78,broken clouds
570,Hovd,MN,48.0056,91.6419,50.86,30,51,9.1,broken clouds
571,Ossora,RU,59.2353,163.0719,22.91,98,100,1.57,light snow
572,Tessalit,ML,20.1986,1.0114,102.79,5,0,12.01,clear sky
573,Megion,RU,61.0296,76.1136,26.62,95,88,2.93,overcast clouds
574,Beyneu,KZ,45.3167,55.2,60.82,43,36,18.1,scattered clouds
575,Alihe,CN,50.5667,123.7167,29.35,97,100,4.74,light snow
576,Bodden Town,KY,19.2833,-81.25,86.0,66,11,13.24,few clouds
577,Nelson Bay,AU,-32.7167,152.15,72.0,86,88,17.43,light rain
578,Thinadhoo,MV,0.5333,72.9333,83.25,67,10,3.65,clear sky
579,Bulancak,TR,40.9372,38.2291,48.02,93,100,3.44,fog
580,Koumac,NC,-20.5667,164.2833,78.89,87,100,16.84,overcast clouds
581,Orotukan,RU,62.2667,151.7,3.4,97,100,1.23,overcast clouds
582,Puri,IN,19.8,85.85,79.32,89,4,14.97,clear sky
583,Blairgowrie,GB,56.5916,-3.3405,45.59,75,100,8.01,overcast clouds
584,Angoche,MZ,-16.2325,39.9086,77.81,87,6,8.77,light rain
585,Acarau,BR,-2.8856,-40.12,83.79,72,79,14.61,broken clouds
586,Seymchan,RU,62.8833,152.4333,4.95,96,100,2.35,overcast clouds
587,Saint-Joseph,RE,-21.3667,55.6167,77.38,82,34,10.96,scattered clouds
588,Severnoye,RU,56.3491,78.3619,29.1,94,78,5.91,broken clouds
589,Dumbraveni,RO,46.2333,24.5667,51.31,84,100,10.38,overcast clouds
590,Iracoubo,GF,5.4802,-53.2011,79.16,88,71,9.8,moderate rain
591,Moussoro,TD,13.6408,16.4901,101.1,8,27,9.31,scattered clouds
592,Galbshtadt,RU,53.2264,78.9845,33.62,82,100,5.88,overcast clouds
593,Waw,SS,7.7029,27.9953,85.89,39,75,4.43,broken clouds
594,Labuan,MY,5.2767,115.2417,81.1,80,100,19.04,overcast clouds
595,Mwanza,TZ,-2.5167,32.9,74.98,63,63,5.21,broken clouds
596,Filingue,NE,14.3521,3.3168,107.6,4,93,9.69,overcast clouds
597,Yilan,TW,24.757,121.753,68.92,99,100,3.44,overcast clouds
598,Chotila,IN,22.4167,71.1833,90.95,27,51,9.6,broken clouds
599,Gari,RU,59.4307,62.3497,29.16,81,51,9.82,broken clouds
600,Urucara,BR,-2.5364,-57.76,85.1,74,58,3.89,broken clouds
601,Godeanu,RO,44.8005,22.6079,42.35,90,100,3.38,overcast clouds
602,Souillac,MU,-20.5167,57.5167,79.18,83,40,10.36,light rain
603,Altamont,US,42.2068,-121.7372,55.78,53,0,5.99,clear sky
604,Chara,RU,56.9064,118.2631,14.99,85,69,1.1,broken clouds
605,Zyuzelskiy,RU,56.4856,60.1331,28.24,90,7,9.46,clear sky
606,Anadyr,RU,64.75,177.4833,-17.88,100,60,5.17,broken clouds
607,Betsiamites,CA,48.9413,-68.646,34.88,91,73,14.67,broken clouds
608,Dovolnoye,RU,54.4958,79.6671,33.22,83,69,5.73,broken clouds
609,Abay,KZ,49.6311,72.8539,43.18,98,100,3.38,overcast clouds
610,Balykshi,KZ,47.0667,51.8667,55.4,54,0,6.71,clear sky
611,Poya,NC,-21.35,165.15,75.76,90,100,8.25,moderate rain
612,Lakes Entrance,AU,-37.8811,147.981,59.16,88,97,9.17,overcast clouds
613,Manhattan,US,40.7834,-73.9662,49.03,92,100,18.41,heavy intensity rain
614,Maceio,BR,-9.6658,-35.7353,80.04,78,75,10.36,broken clouds
615,Sfantu Gheorghe,RO,45.8667,25.7833,45.66,80,97,5.03,overcast clouds
616,Calabozo,VE,8.9242,-67.4293,97.36,26,26,6.71,scattered clouds
617,Henties Bay,NA,-22.116,14.2845,62.51,82,15,10.6,few clouds
618,Pulandian,CN,39.3953,121.9669,47.48,51,4,5.99,clear sky
619,Broome,US,42.2506,-75.833,49.19,81,100,14.97,light rain
620,Xaltianguis,MX,17.0667,-99.8333,71.11,34,100,5.79,overcast clouds
621,Nara,JP,34.6851,135.8049,56.5,55,53,2.8,broken clouds
622,Talaya,RU,61.3833,152.75,8.47,96,100,4.05,overcast clouds
623,Salta,AR,-24.7859,-65.4117,81.57,47,7,3.0,clear sky
624,Manokwari,ID,-0.8667,134.0833,78.35,77,100,2.77,overcast clouds
625,Sao Lourenco,BR,-22.1164,-45.0544,77.74,68,61,2.62,broken clouds
626,Luwuk,ID,-0.9516,122.7875,77.09,84,81,1.92,broken clouds
627,Bhiwani,IN,28.7833,76.1333,87.53,7,0,8.77,clear sky
628,Grand Gaube,MU,-20.0064,57.6608,79.2,87,43,3.0,scattered clouds
629,Alice Springs,AU,-23.7,133.8833,58.55,47,0,4.61,clear sky
630,Farah,AF,32.5,62.5,82.56,10,11,6.44,few clouds
631,Dunedin,NZ,-45.8742,170.5036,47.93,70,19,11.99,few clouds
632,Antalaha,MG,-14.9003,50.2788,77.0,92,94,7.4,overcast clouds
633,Mount Isa,AU,-20.7333,139.5,73.17,23,0,9.22,light rain
634,Sulam,IL,32.6061,35.3341,72.21,45,39,1.9,scattered clouds
635,Auki,SB,-8.7676,160.7034,77.36,88,100,5.95,overcast clouds
636,Rundu,NA,-17.9333,19.7667,78.15,38,6,3.11,clear sky
637,Yatou,CN,37.15,122.3833,45.86,77,5,6.46,light rain
638,Lebanon,US,36.2081,-86.2911,59.16,52,20,9.22,few clouds
639,Bato,PH,13.3528,123.3677,74.52,94,100,3.51,light rain
640,Murray Bridge,AU,-35.1167,139.2667,60.12,89,0,4.16,clear sky
641,Junin,AR,-34.5838,-60.9433,84.13,38,0,6.06,clear sky
642,Porto Walter,BR,-8.2686,-72.7439,83.34,87,78,3.0,broken clouds
643,Cairns,AU,-16.9167,145.7667,75.15,92,100,5.75,overcast clouds
644,Karaton,ID,-6.3424,106.1045,74.07,93,94,5.88,overcast clouds
645,Sistranda,NO,63.7256,8.834,39.16,60,17,20.04,few clouds
646,Zakharovo,RU,54.366,39.2792,40.32,97,100,12.17,overcast clouds
647,Senno,RU,59.5336,33.9167,36.14,99,100,8.3,overcast clouds
648,Northam,GB,51.0333,-4.2167,50.67,67,35,22.17,scattered clouds
649,Muroto,JP,33.2833,134.15,61.02,55,0,9.75,clear sky
650,Pandan,PH,14.0453,124.1694,77.14,89,100,8.59,moderate rain
651,La Tuque,CA,47.4334,-72.7824,39.49,84,100,11.5,light rain
652,Yankton,US,42.8711,-97.3973,39.45,70,100,35.68,overcast clouds
653,Yurla,RU,59.3259,54.3223,27.12,82,30,11.88,scattered clouds
654,Malakal,SS,9.5334,31.6605,92.43,33,93,7.58,light rain
655,Qaqortoq,GL,60.7167,-46.0333,31.55,83,100,5.5,overcast clouds
656,Korla,CN,41.7597,86.1469,67.86,17,0,4.5,clear sky
657,Santo Antonio Do Ica,BR,-3.1022,-67.9397,90.95,54,76,1.79,broken clouds
658,Carnot,CF,4.9409,15.8665,83.7,53,92,0.63,overcast clouds
659,Epe,NG,6.5841,3.9834,85.57,69,52,10.6,broken clouds
660,Okitipupa,NG,6.5047,4.7839,84.81,67,98,8.21,overcast clouds
661,Quito,EC,-0.2299,-78.5249,61.75,52,44,5.53,light rain
662,San Quintin,MX,30.4833,-115.95,75.04,41,3,3.91,clear sky
663,Mayo,US,38.8876,-76.5119,56.95,95,100,4.61,mist
664,San Rafael,AR,-34.6177,-68.3301,79.45,28,12,7.52,few clouds
665,Hervey Bay,AU,-25.2986,152.8535,71.02,93,21,8.01,light rain
666,Staryy Nadym,RU,65.6118,72.6842,-1.64,99,100,7.92,overcast clouds
667,Mananjary,MG,-21.2167,48.3333,76.42,90,6,6.98,moderate rain
668,Sobolevo,RU,54.4299,31.8996,44.17,93,100,10.42,overcast clouds
669,Turukhansk,RU,65.8167,87.9833,9.18,95,32,5.79,scattered clouds
670,Nuqui,CO,5.7125,-77.2708,78.35,88,100,1.74,light rain
671,Maniitsoq,GL,65.4167,-52.9,21.92,81,79,12.57,broken clouds
672,Kpandae,GH,8.4689,-0.0113,78.15,74,29,18.37,heavy intensity rain
673,Sao Francisco,BR,-15.9486,-44.8644,87.93,41,52,3.53,light rain
