City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
464,Skovorodino,RU,53.9833,123.9167,31.86,35,6,9.66,clear sky
465,Devils Lake,US,48.1128,-98.8651,32.11,88,100,29.93,mist
466,Labuhan,ID,-6.8844,112.2051,85.35,69,100,4.03,overcast clouds
467,Qaqortoq,GL,60.7167,-46.0333,28.69,95,100,0.83,overcast clouds
468,Wilmington Island,US,32.0036,-80.9737,67.98,71,75,3.44,broken clouds
469,Inhambane,MZ,-23.865,35.3833,72.7,87,0,6.49,clear sky
470,Purgstall,AT,48.0584,15.1348,51.55,96,100,6.4,overcast clouds
471,Pechora,RU,65.1472,57.2244,16.12,78,98,7.92,overcast clouds
472,Batagay,RU,67.6333,134.6333,12.15,77,100,1.07,overcast clouds
473,Bandar-E Lengeh,IR,26.5579,54.8807,80.01,53,2,2.8,clear sky
474,Goderich,CA,43.7501,-81.7165,39.9,94,100,7.23,overcast clouds
475,Itarema,BR,-2.9248,-39.9167,76.69,86,99,6.58,overcast clouds
476,Adrar,MR,20.5022,-10.0711,68.41,18,0,12.37,clear sky
477,Shostka,UA,51.863,33.4698,43.7,87,100,10.29,overcast clouds
478,Mount Isa,AU,-20.7333,139.5,92.97,13,0,12.66,clear sky
479,Buenos Aires,AR,-34.6132,-58.3772,67.73,89,0,0.0,clear sky
480,Luanda,AO,-8.8368,13.2343,77.0,88,75,9.22,broken clouds
481,Reims,FR,49.1667,4.0833,49.78,87,100,14.97,moderate rain
482,Tamandare,BR,-8.7597,-35.1047,76.71,82,100,4.25,overcast clouds
483,Salalah,OM,17.0151,54.0924,78.89,73,0,3.44,clear sky
484,Westport,US,41.1415,-73.3579,49.33,92,75,9.22,broken clouds
485,Roald,NO,62.5833,6.1333,32.76,64,8,9.22,clear sky
486,Denpasar,ID,-8.65,115.2167,83.86,79,40,3.44,scattered clouds
487,Mayskiy,RU,47.6931,40.1025,36.81,75,10,3.96,clear sky
488,Callaway,US,30.153,-85.5699,75.25,96,40,12.66,scattered clouds
489,Namtsy,RU,62.7161,129.6658,19.58,78,100,4.5,overcast clouds
490,Ust-Shonosha,RU,61.1531,41.343,23.79,92,82,2.37,broken clouds
491,Lishu,CN,43.3047,124.3278,45.63,16,0,12.41,clear sky
492,Luderitz,NA,-26.6481,15.1594,61.05,63,98,16.49,overcast clouds
493,West Wendover,US,40.7391,-114.0733,42.01,22,0,3.44,clear sky
494,Moron,AR,-34.6534,-58.6198,67.75,95,0,3.38,clear sky
495,Maumee,US,41.5628,-83.6538,48.34,84,100,11.5,overcast clouds
496,Channel-Port Aux Basques,CA,47.5702,-59.1367,32.72,98,83,12.35,broken clouds
497,Aklavik,CA,68.2191,-135.0107,23.7,93,79,8.05,broken clouds
498,Nuevo Progreso,MX,23.1667,-97.95,75.88,66,90,5.99,overcast clouds
499,Tongchuan,CN,35.0806,109.0897,72.36,18,0,6.98,clear sky
500,Tekirdag,TR,40.978,27.5085,45.75,75,2,5.97,clear sky
501,Vostok,RU,46.4856,135.8833,30.7,54,89,12.41,overcast clouds
502,Arak,IR,34.0917,49.6892,45.36,53,53,9.22,broken clouds
503,Gazojak,TM,41.1875,61.4036,67.84,35,7,8.28,clear sky
504,Kidal,ML,18.4411,1.4078,83.14,7,0,9.19,clear sky
505,Cedar City,US,37.6775,-113.0619,41.4,28,0,5.75,clear sky
506,Coquimbo,CL,-29.9533,-71.3436,55.13,94,20,1.14,few clouds
507,Uvat,RU,59.1433,68.8953,32.13,89,21,8.23,few clouds
508,Benidorm,ES,38.5382,-0.131,59.9,58,0,1.01,clear sky
509,Tyret Pervaya,RU,53.6703,102.3106,39.09,98,100,6.35,overcast clouds
510,Pimenteiras,BR,-6.2453,-41.4192,71.67,82,87,2.33,overcast clouds
511,Turukhansk,RU,65.8167,87.9833,23.0,90,100,11.59,light snow
512,Atikokan,CA,48.7555,-91.6216,33.1,98,100,9.06,overcast clouds
513,Port Hardy,CA,50.6996,-127.4199,42.98,81,100,21.85,overcast clouds
514,Kiunga,PG,-6.1219,141.2906,87.08,68,64,2.04,broken clouds
515,Banda Aceh,ID,5.5577,95.3222,84.31,66,83,5.57,broken clouds
516,Sitka,US,57.0531,-135.33,42.69,61,100,24.16,overcast clouds
517,Aksha,RU,50.2814,113.2867,54.14,45,84,7.11,broken clouds
518,Vershino-Darasunskiy,RU,52.35,115.5167,36.75,56,100,8.23,overcast clouds
519,Phan Thiet,VN,10.9333,108.1,87.78,55,95,7.25,overcast clouds
520,Vestmanna,FO,62.1564,-7.1664,34.72,75,100,41.43,overcast clouds
521,Margate,GB,51.3813,1.3862,47.1,85,100,8.99,moderate rain
522,Ferrol,ES,43.4832,-8.2369,56.35,78,75,20.6,broken clouds
523,Ahuimanu,US,21.4447,-157.8378,78.51,80,75,8.05,broken clouds
524,Majene,ID,-3.5403,118.9707,84.34,69,12,6.17,few clouds
525,Boende,CD,-0.2167,20.8667,70.88,89,98,1.59,overcast clouds
526,Urusha,RU,54.05,122.9,32.18,31,10,8.77,clear sky
527,Gazli,UZ,40.1333,63.45,71.78,33,72,11.41,broken clouds
528,Balgazyn,RU,51.0,95.2,47.84,57,100,3.91,overcast clouds
529,Grindavik,IS,63.8424,-22.4338,27.07,68,40,16.11,scattered clouds
530,Alugan,PH,12.2188,125.4808,76.24,98,100,16.82,light rain
531,Acajutla,SV,13.5928,-89.8275,81.5,75,46,6.53,scattered clouds
532,Lipari,IT,38.4674,14.954,59.32,87,43,30.44,scattered clouds
533,San Vicente,AR,-26.6167,-54.1333,66.13,94,100,1.61,light rain
534,Tokur,RU,53.1333,132.9,16.63,78,100,7.02,light snow
535,Port Hawkesbury,CA,45.6169,-61.3485,31.59,87,0,10.36,clear sky
536,Shimoda,JP,34.6667,138.95,61.16,67,100,7.45,overcast clouds
537,Puerto Escondido,MX,15.85,-97.0667,78.69,76,57,6.89,broken clouds
538,Zhangjiakou,CN,40.81,114.8794,63.73,23,42,7.54,scattered clouds
539,Nouakchott,MR,18.0858,-15.9785,71.53,42,3,11.61,clear sky
540,Bozoum,CF,6.3193,16.3799,71.56,84,100,4.29,overcast clouds
541,Dingle,PH,10.9995,122.6711,80.6,80,100,10.89,light rain
542,Itoman,JP,26.1247,127.6694,73.42,57,20,16.11,few clouds
543,Indian Head,US,38.6001,-77.1622,57.96,89,100,11.5,mist
544,Slave Lake,CA,55.2834,-114.769,31.98,80,0,0.0,clear sky
545,Kieta,PG,-6.2167,155.6333,77.67,90,100,8.05,light rain
546,Fernandez,AR,-27.9204,-63.8935,75.06,75,100,1.86,overcast clouds
547,Fort Nelson,CA,58.8053,-122.7002,36.99,30,75,2.3,broken clouds
548,Lipin Bor,RU,60.2622,37.9763,16.32,94,79,4.32,broken clouds
549,Lubao,PH,14.9167,120.55,92.7,44,97,8.77,overcast clouds
550,Longyearbyen,SJ,78.2186,15.6401,12.04,62,0,10.36,clear sky
551,Salinas,US,36.6777,-121.6555,70.97,53,0,4.61,clear sky
552,Pangody,RU,65.85,74.4859,12.88,91,100,17.22,light snow
553,Todos Santos,MX,23.45,-110.2167,62.65,88,0,8.57,clear sky
554,Swan Hill,AU,-35.3378,143.5544,73.53,43,36,14.12,scattered clouds
555,Altay,CN,47.8667,88.1167,55.94,48,90,3.09,overcast clouds
556,Tete,MZ,-16.1564,33.5867,73.49,100,40,2.3,scattered clouds
557,Caibarien,CU,22.5206,-79.4669,74.52,84,53,7.47,broken clouds
558,Pamanukan,ID,-6.2842,107.8106,86.58,63,92,3.13,overcast clouds
559,Pryazha,RU,61.6926,33.6216,22.24,91,76,5.66,broken clouds
560,Vao,NC,-22.6667,167.4833,79.11,87,100,31.52,moderate rain
561,Hamilton,US,39.1834,-84.5333,48.97,91,100,8.05,fog
562,Dakar,SN,14.6937,-17.4441,68.88,82,4,21.32,clear sky
563,Redmond,US,47.674,-122.1215,55.33,66,100,2.8,overcast clouds
564,Bambanglipuro,ID,-7.95,110.2833,83.26,72,98,6.53,overcast clouds
565,Kenai,US,60.5544,-151.2583,41.09,67,75,6.91,broken clouds
566,Santo Domingo,DO,18.5001,-69.9886,75.92,85,4,2.75,clear sky
567,Berlevag,NO,70.8578,29.0864,33.8,85,100,22.62,light snow
568,San Carlos,VE,9.6612,-68.5827,77.49,73,16,3.13,few clouds
569,Nuuk,GL,64.1835,-51.7216,23.61,93,100,11.5,overcast clouds
570,Bonavista,CA,48.6499,-53.1147,31.73,98,100,18.23,overcast clouds
571,Pandan,PH,14.0453,124.1694,77.07,90,100,3.09,moderate rain
572,Puerto Carreno,CO,6.189,-67.4859,80.17,79,98,4.72,overcast clouds
573,Pustoshka,RU,56.3355,29.369,38.79,98,100,11.12,overcast clouds
574,Atyrau,KZ,47.1167,51.8833,46.42,93,10,8.95,mist
575,Nanakuli,US,21.3906,-158.1547,78.75,58,20,8.05,few clouds
576,Bayevo,RU,53.2833,80.7667,40.6,65,6,5.28,clear sky
577,Kamphaeng Phet,TH,16.25,99.5,86.27,44,100,8.25,overcast clouds
578,Davila,PH,18.4726,120.5763,78.76,81,66,26.4,broken clouds
579,Khorixas,NA,-20.3667,14.9667,67.39,39,0,3.0,clear sky
580,Cockburn Town,TC,21.4612,-71.1419,78.35,78,1,21.14,clear sky
581,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.96,80,100,6.91,overcast clouds
582,Rivadavia,AR,-33.1905,-68.4608,65.71,58,3,3.98,clear sky
583,Natal,BR,-5.795,-35.2094,75.85,100,20,4.61,light rain
584,Alyangula,AU,-13.8483,136.4192,89.65,45,29,8.46,scattered clouds
585,Usinsk,RU,65.9939,57.5281,10.33,88,100,11.77,overcast clouds
586,Damghan,IR,36.1683,54.348,66.25,18,83,2.64,broken clouds
587,Ailigandi,PA,9.2333,-78.0167,79.39,89,100,8.3,overcast clouds
588,Ballitoville,ZA,-29.539,31.2144,68.14,73,100,11.5,light rain
589,Petrovac,RS,44.3769,21.4192,52.18,72,100,5.06,light rain
590,West Hartford,US,41.762,-72.742,48.54,88,100,4.61,overcast clouds
591,Kloulklubed,PW,7.0419,134.2556,77.5,86,100,1.45,heavy intensity rain
592,The Valley,AI,18.217,-63.0578,78.1,75,0,18.99,clear sky
593,Maraa,BR,-1.8333,-65.3667,73.17,99,94,2.26,overcast clouds
594,Fairbanks,US,64.8378,-147.7164,40.96,42,0,4.61,clear sky
595,Porto Novo,BJ,6.4965,2.6036,76.82,86,4,4.54,clear sky
596,Mapiripan,CO,2.8892,-72.1256,74.21,95,100,2.82,overcast clouds
597,Rioja,AR,-29.4111,-66.8507,72.3,72,88,5.64,overcast clouds
598,Paita,PE,-5.0892,-81.1144,71.1,80,61,15.86,broken clouds
599,Marsh Harbour,BS,26.5412,-77.0636,77.29,84,65,11.65,broken clouds
600,Diffa,NE,13.3154,12.6113,82.83,11,26,8.01,scattered clouds
601,Salinopolis,BR,-0.6136,-47.3561,77.45,87,100,5.68,light rain
602,Ulladulla,AU,-35.35,150.4667,65.3,89,100,9.01,light rain
603,Babu,CN,24.4167,111.5167,80.6,39,0,4.45,clear sky
604,Qasigiannguit,GL,68.8193,-51.1922,21.45,96,100,5.21,overcast clouds
605,Vallenar,CL,-28.5708,-70.7581,70.39,20,0,3.0,clear sky
606,Chirongui,YT,-12.9319,45.1483,78.73,72,6,2.04,clear sky
607,Jacareacanga,BR,-6.2222,-57.7528,73.02,98,69,1.72,broken clouds
608,Muroto,JP,33.2833,134.15,63.0,60,99,10.27,overcast clouds
609,Patan,NP,27.6667,85.3333,75.58,53,20,2.3,haze
610,Waitati,NZ,-45.75,170.5667,59.81,43,22,5.93,few clouds
611,Sao Sebastiao,BR,-23.76,-45.4097,71.22,91,38,0.92,scattered clouds
612,Kroya,ID,-7.6331,109.2461,83.95,70,75,5.97,broken clouds
613,Estacion Coahuila,MX,32.1939,-115.0017,77.54,6,0,13.11,clear sky
614,Tateyama,JP,34.9833,139.8667,59.0,74,100,3.13,light rain
615,Krasnoarmeysk,RU,51.0239,45.6969,40.75,84,39,10.25,scattered clouds
616,Makaha,US,21.4694,-158.2175,78.71,60,100,6.91,overcast clouds
617,Kampot,KH,10.6167,104.1833,89.65,54,95,7.45,overcast clouds
618,Manzil Salim,TN,35.8567,8.4765,46.99,75,14,17.22,few clouds
619,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,89,100,17.98,overcast clouds
620,Changli,CN,39.7042,119.1506,64.22,21,1,9.75,clear sky
621,Zitiste,RS,45.485,20.5497,50.63,94,100,11.05,light rain
622,Vila,PT,42.0304,-8.1588,41.88,81,100,5.84,overcast clouds
623,Kondoa,TZ,-4.9,35.7833,59.77,97,100,4.27,overcast clouds
624,Charters Towers,AU,-20.1,146.2667,89.6,36,3,7.05,clear sky
625,Sawtell,AU,-30.3833,153.1,69.82,88,75,6.91,light rain
626,Marzuq,YE,14.4,46.4667,71.55,15,0,2.15,clear sky
627,Lobva,RU,59.1854,60.5185,33.94,84,99,6.69,overcast clouds
628,Kalianget,ID,-7.05,113.9333,84.02,69,71,3.09,broken clouds
629,Upington,ZA,-28.4478,21.2561,48.58,76,0,4.61,clear sky
630,Carbonia,IT,39.1672,8.5222,50.95,90,78,16.28,broken clouds
631,Tacuati,PY,-23.45,-56.5833,74.82,84,38,3.04,scattered clouds
632,Laguna,US,38.421,-121.4238,70.45,43,0,3.44,clear sky
633,Nagaur,IN,27.2,73.7333,94.78,6,2,6.82,clear sky
634,Shingu,JP,33.7333,135.9833,68.5,49,100,11.05,overcast clouds
635,Maragogi,BR,-9.0122,-35.2225,76.19,82,96,3.58,overcast clouds
636,Kamaishi,JP,39.2667,141.8833,44.11,63,65,6.85,broken clouds
637,Saint Anthony,US,45.0205,-93.218,36.25,90,100,16.11,light rain
638,Hopelchen,MX,19.7667,-89.85,81.18,55,4,3.06,clear sky
639,Faridabad,IN,28.4333,77.3167,93.49,6,0,4.14,clear sky
640,Clovis,US,36.8252,-119.7029,75.09,51,20,3.44,few clouds
641,Deqing,CN,30.5448,119.9599,81.95,35,1,2.91,clear sky
642,Pasni,PK,25.2631,63.471,80.29,69,0,8.12,clear sky
643,Shahr-E Babak,IR,30.1165,55.1186,63.1,16,3,2.26,clear sky
644,Saint-Francois,FR,46.4154,3.9054,52.41,72,100,8.05,overcast clouds
645,Muisne,EC,0.6,-80.0333,77.85,84,100,7.81,overcast clouds
646,Ust-Nera,RU,64.5667,143.2,17.82,81,100,6.22,overcast clouds
647,Katobu,ID,-4.9408,122.5276,86.86,60,80,7.16,broken clouds
648,Cumra,TR,37.5732,32.7745,42.94,63,27,1.59,scattered clouds
649,Kemijarvi,FI,66.7131,27.4306,15.48,96,70,4.21,broken clouds
650,Aberdeen,GB,57.1437,-2.0981,38.19,96,100,9.22,overcast clouds
651,Warren,US,39.4334,-84.1666,48.38,83,0,6.91,clear sky
652,Proletarsk,RU,46.7031,41.7192,44.37,76,9,4.74,clear sky
653,Zeya,RU,53.75,127.2667,32.16,35,74,10.89,broken clouds
654,Tautira,PF,-17.7333,-149.15,82.06,77,69,21.14,light rain
655,San Miguel,SV,13.4833,-88.1833,82.06,83,0,2.3,clear sky
656,Whitehorse,CA,60.7161,-135.0538,36.37,41,75,3.44,broken clouds
657,Fereydun Kenar,IR,36.6864,52.5225,57.42,88,100,2.3,overcast clouds
658,Shaunavon,CA,49.6501,-108.4181,29.98,92,18,7.05,few clouds
659,Tarrafal,CV,15.2833,-23.7667,68.79,80,17,17.2,few clouds
660,Iralaya,HN,15.0,-83.2333,81.0,70,100,12.88,overcast clouds
661,Kaniama,CD,-7.5667,24.1833,67.41,92,100,2.84,overcast clouds
662,Asfi,MA,32.2994,-9.2372,54.28,79,4,12.57,clear sky
663,Esso,RU,55.9333,158.7,32.83,89,100,6.08,overcast clouds
664,Bonthe,SL,7.5264,-12.505,78.42,85,100,4.09,overcast clouds
665,Tarut,SA,26.5733,50.0369,71.8,34,43,9.13,scattered clouds
666,Vanavara,RU,60.34,102.2797,33.35,99,100,8.79,snow
667,Andros Town,BS,24.7,-77.7667,78.49,76,2,14.38,clear sky
668,Iberia,US,29.9502,-91.7507,68.07,55,75,12.66,broken clouds
669,Hirara,JP,24.8,125.2833,76.86,60,40,14.97,scattered clouds
670,Eskil,TR,38.4017,33.4131,50.52,51,19,3.22,few clouds
671,Cape Coast,GH,5.1053,-1.2466,80.44,87,41,7.61,scattered clouds
672,Urgut,UZ,39.4022,67.2431,65.82,36,100,5.88,overcast clouds
673,Camocim,BR,-2.9022,-40.8411,75.49,91,94,6.55,overcast clouds
674,Sochi,RU,43.6,39.7303,44.69,66,0,4.94,clear sky
675,Sumbe,AO,-11.2061,13.8437,75.74,93,99,2.37,light rain
676,Sisimiut,GL,66.9395,-53.6735,14.04,91,100,12.62,overcast clouds
677,Kailua,US,21.4022,-157.7394,78.78,85,13,4.0,few clouds
678,Mitsamiouli,KM,-11.3847,43.2844,81.48,76,44,6.73,scattered clouds
679,Toora-Khem,RU,52.4675,96.11,39.52,89,100,1.28,light rain
680,Fomboni,KM,-12.28,43.7425,82.78,72,80,6.2,broken clouds
681,Balykshi,KZ,47.0667,51.8667,46.4,93,11,8.95,mist
682,Okha,RU,53.5739,142.9478,31.93,62,77,11.83,light snow
683,Namibe,AO,-15.1961,12.1522,70.65,79,1,6.06,clear sky
684,Lethem,GY,3.3803,-59.7968,77.92,75,46,9.84,scattered clouds
685,Kangaatsiaq,GL,68.3065,-53.4641,4.64,94,100,8.25,overcast clouds
686,Lowestoft,GB,52.4752,1.7516,46.65,77,100,27.87,overcast clouds
687,Buin,CL,-33.7333,-70.75,71.87,56,2,0.81,clear sky
688,Aksarka,RU,66.5606,67.7975,16.9,80,100,2.42,overcast clouds
689,Sergeyevka,KZ,53.88,67.4158,34.3,82,55,10.02,broken clouds
690,Flagstaff,US,35.1981,-111.6513,51.46,21,0,4.61,clear sky
691,Inyonga,TZ,-6.7167,32.0667,63.3,95,77,1.23,light rain
692,Guangyuan,CN,32.442,105.823,71.74,52,3,6.76,clear sky
693,Pisco,PE,-13.7,-76.2167,66.25,88,0,11.5,clear sky
694,Hobyo,SO,5.3505,48.5268,81.61,68,6,13.89,clear sky
695,Sibolga,ID,1.7427,98.7792,85.05,65,93,3.02,overcast clouds
696,Batagay-Alyta,RU,67.8006,130.4114,10.33,80,91,3.91,overcast clouds
697,Stromness,GB,58.965,-3.296,39.16,77,100,20.0,overcast clouds
698,Ranavav,IN,21.6842,69.7408,80.4,83,20,16.11,few clouds
